id,comp,left,Reused_id,1_ratings,2_ratings,3_ratings,4_ratings,total_num_ratings,lastrating,Delta_days,Supported,Opposed,1_reviews_supported,1_reviews_opposed,2_reviews_supported,2_reviews_opposed,3_reviews_supported,3_reviews_opposed,4_reviews_supported,4_reviews_opposed,total_opp,total_supp,Reliability,NonReliability,Reliability_factor
51,0.0661764705882353,0,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.0,11.0,2,366,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13,3,0.8125
52,0.0661764705882353,0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.9565217391304348,46.0,4,216,0.0,0.0,0.021739130434782608,0.9565217391304348,0.021739130434782608,0.0,0.0,0.021739130434782608,0.9565217391304348,0.021739130434782608,0.0,0.0,0,0,0.5
53,0.0661764705882353,0,0.0,0.0,0.0,0.0,1.0,1.0,4,615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.5
54,0.0661764705882353,0,0.0,0.05,0.0,0.1,0.85,20.0,4,361,41.0,11.0,0.0,0.2,0.10526315789473684,0.0,0.2631578947368421,0.0,0.631578947368421,0.8,5.0,19.0,53,11,0.828125
55,0.0661764705882353,0,0.0,0.0,0.125,0.3125,0.5625,16.0,4,91,3.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,153,17,0.9
56,0.0661764705882353,0,0.0,0.0,0.11392405063291139,0.620253164556962,0.26582278481012656,79.0,3,1,31.0,2.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.8181818181818182,0.0,1.0,11.0,25,0,1.0
57,0.0661764705882353,0,0.0,0.028169014084507043,0.09154929577464789,0.22535211267605634,0.6549295774647887,142.0,4,350,70.0,21.0,0.038461538461538464,0.25,0.07692307692307693,0.25,0.15384615384615385,0.125,0.7307692307692307,0.375,8.0,26.0,108,55,0.6625766871165644
59,0.0661764705882353,0,0.0,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.23076923076923078,13.0,4,443,10.0,2.0,0.25,0.5,0.0,0.25,0.25,0.0,0.5,0.25,0.0,4.0,0,0,0.5
60,0.0661764705882353,0,0.0,0.0,0.0,0.98,0.02,150.0,3,2,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.5
61,0.0661764705882353,0,0.0,0.006622516556291391,0.0,0.019867549668874173,0.9735099337748344,151.0,4,30,39.0,55.0,0.11764705882352941,0.391304347826087,0.0,0.21739130434782608,0.17647058823529413,0.043478260869565216,0.7058823529411765,0.34782608695652173,23.0,17.0,44,0,1.0
62,0.0661764705882353,0,0.0,0.0,0.15151515151515152,0.5757575757575758,0.2727272727272727,33.0,4,366,13.0,1.0,0.0,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0.0,4.0,30,3,0.9090909090909091
64,0.0661764705882353,0,0.0,0.2,0.05,0.55,0.2,20.0,3,364,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,35,13,0.7291666666666666
65,0.0661764705882353,0,0.0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.6666666666666666,36.0,4,292,206.0,31.0,0.1686746987951807,0.26666666666666666,0.08433734939759036,0.13333333333333333,0.10843373493975904,0.2,0.6385542168674698,0.4,15.0,83.0,60,18,0.7692307692307693
67,0.0661764705882353,0,0.0,0.0,0.0,0.978494623655914,0.021505376344086023,93.0,3,92,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2,0,1.0
68,0.0661764705882353,0,0.0,0.04291845493562232,0.02145922746781116,0.17167381974248927,0.7639484978540773,233.0,4,61,136.0,15.0,0.03508771929824561,0.16666666666666666,0.12280701754385964,0.0,0.15789473684210525,0.16666666666666666,0.6842105263157895,0.6666666666666666,6.0,57.0,38,3,0.926829268292683
69,0.0661764705882353,0,0.0,0.0125,0.0125,0.825,0.15,80.0,4,361,15.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,0.0,1.0,5.0,17,1,0.9444444444444444
70,0.0661764705882353,0,0.0,0.0,0.0,1.0,0.0,1.0,3,542,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5
71,0.0661764705882353,0,0.0,0.0,0.0,0.18705035971223022,0.8129496402877698,139.0,3,123,73.0,28.0,0.20833333333333334,0.0,0.16666666666666666,0.2,0.08333333333333333,0.2,0.5416666666666666,0.6,5.0,24.0,56,7,0.8888888888888888
72,0.0661764705882353,0,0.0,0.01937984496124031,0.003875968992248062,0.011627906976744186,0.9651162790697675,258.0,4,0,17.0,3.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,1.0,1.0,7.0,1,0,1.0
73,0.0661764705882353,0,0.0,0.11428571428571428,0.014285714285714285,0.07142857142857142,0.8,70.0,4,364,26.0,12.0,0.125,0.0,0.0,0.0,0.25,0.25,0.625,0.75,4.0,8.0,1,0,1.0
74,0.0661764705882353,0,0.0,0.13333333333333333,0.013333333333333334,0.13333333333333333,0.72,75.0,4,362,38.0,1.0,0.0,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.0,0.0,11.0,15,4,0.7894736842105263
75,0.0661764705882353,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,14.0,3,361,10.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,0.5
77,0.0661764705882353,0,0.0,0.0,0.0,0.5,0.5,4.0,4,429,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0.5
78,0.0661764705882353,0,0.0,0.043478260869565216,0.0,0.9130434782608695,0.043478260869565216,23.0,3,361,9.0,2.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,1.0,1.0,4.0,0,0,0.5
83,0.0661764705882353,0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,9.0,3,351,1.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.3333333333333333,1.0,0.1111111111111111,0.0,1.0,0.0,6,1,0.8571428571428571
84,0.0661764705882353,0,0.0,0.0,0.0,0.03529411764705882,0.9647058823529412,85.0,4,63,32.0,7.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.6363636363636364,1.0,2.0,11.0,8,0,1.0
85,0.0661764705882353,0,0.0,0.06451612903225806,0.21935483870967742,0.36774193548387096,0.34838709677419355,155.0,4,2,152.0,40.0,0.18,0.1875,0.14,0.1875,0.18,0.0625,0.5,0.5625,16.0,50.0,187,40,0.8237885462555066
87,0.0661764705882353,0,0.0,0.05555555555555555,0.1111111111111111,0.3148148148148148,0.5185185185185185,54.0,4,289,131.0,20.0,0.10416666666666667,0.3333333333333333,0.020833333333333332,0.2222222222222222,0.20833333333333334,0.1111111111111111,0.6666666666666666,0.3333333333333333,9.0,48.0,99,5,0.9519230769230769
89,0.0661764705882353,0,0.0,0.012461059190031152,0.12149532710280374,0.5295950155763239,0.3364485981308411,321.0,4,0,40.0,23.0,0.05,0.2,0.05,0.2,0.25,0.1,0.65,0.5,10.0,20.0,0,0,0.5
91,0.0661764705882353,0,0.0,0.07368421052631578,0.06315789473684211,0.28421052631578947,0.5789473684210527,95.0,2,32,193.0,6.0,0.08333333333333333,0.0,0.047619047619047616,0.0,0.15476190476190477,0.0,0.7142857142857143,1.0,3.0,84.0,185,17,0.9158415841584159
92,0.0661764705882353,0,0.0,0.4117647058823529,0.09411764705882353,0.29411764705882354,0.2,85.0,1,0,53.0,19.0,0.2857142857142857,0.25,0.0,0.16666666666666666,0.09523809523809523,0.0,0.6190476190476191,0.5833333333333334,12.0,21.0,29,4,0.8787878787878788
94,0.0661764705882353,0,0.0,0.0,0.0,0.5,0.5,20.0,4,122,9.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,2.0,71,2,0.9726027397260274
95,0.0661764705882353,0,0.0,0.0,0.16216216216216217,0.5405405405405406,0.2972972972972973,37.0,2,32,10.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.75,0.25,0.0,4.0,66,8,0.8918918918918919
96,0.0661764705882353,0,0.0,0.0,0.0,0.0,1.0,187.0,4,0,288.0,2.0,0.0625,1.0,0.052083333333333336,0.0,0.125,0.0,0.7604166666666666,0.0,1.0,96.0,163,25,0.8670212765957447
97,0.0661764705882353,0,0.0,0.40705128205128205,0.04487179487179487,0.02564102564102564,0.5224358974358975,312.0,1,0,932.0,282.0,0.08387096774193549,0.24271844660194175,0.04838709677419355,0.1650485436893204,0.11290322580645161,0.2524271844660194,0.7548387096774194,0.33980582524271846,103.0,310.0,58,9,0.8656716417910447
98,0.0661764705882353,0,0.0,0.06938775510204082,0.00816326530612245,0.02040816326530612,0.9020408163265307,245.0,4,0,209.0,114.0,0.12087912087912088,0.1702127659574468,0.03296703296703297,0.14893617021276595,0.0989010989010989,0.0851063829787234,0.7472527472527473,0.5957446808510638,47.0,91.0,209,52,0.8007662835249042
99,0.0661764705882353,0,0.0,0.0,0.004975124378109453,0.04477611940298507,0.9502487562189055,201.0,4,0,215.0,39.0,0.11494252873563218,0.2,0.08045977011494253,0.3,0.11494252873563218,0.1,0.6896551724137931,0.4,10.0,87.0,167,37,0.8186274509803921
100,0.0661764705882353,0,0.0,0.02857142857142857,0.08571428571428572,0.17142857142857143,0.7142857142857143,35.0,4,363,30.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,49,6,0.8909090909090909
101,0.0661764705882353,0,0.0,0.0,0.24675324675324675,0.5194805194805194,0.23376623376623376,77.0,3,92,59.0,4.0,0.10526315789473684,0.0,0.0,0.0,0.2631578947368421,1.0,0.631578947368421,0.0,1.0,19.0,31,8,0.7948717948717948
102,0.0661764705882353,1,0.0,0.0,0.0,1.0,0.0,1.0,3,366,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5
103,0.0661764705882353,0,0.0,0.05853658536585366,0.22926829268292684,0.5414634146341464,0.17073170731707318,205.0,3,2,61.0,14.0,0.0,0.16666666666666666,0.25,0.0,0.25,0.16666666666666666,0.5,0.6666666666666666,6.0,12.0,108,12,0.9
104,0.0661764705882353,0,0.0,0.07317073170731707,0.14634146341463414,0.2073170731707317,0.573170731707317,82.0,4,30,102.0,11.0,0.17142857142857143,0.25,0.14285714285714285,0.0,0.17142857142857143,0.25,0.5142857142857142,0.5,4.0,35.0,191,39,0.8304347826086956
105,0.0661764705882353,0,0.0,0.0,0.0,0.0,1.0,1.0,4,573,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.5
106,0.0661764705882353,0,0.0,0.0,0.058823529411764705,0.6176470588235294,0.3235294117647059,34.0,2,391,0.0,0.0,0.0,0.3235294117647059,0.058823529411764705,0.6176470588235294,0.6176470588235294,0.058823529411764705,0.3235294117647059,0.0,0.0,0.0,39,1,0.975
107,0.0661764705882353,1,0.0,0.0,0.0,1.0,0.0,1.0,3,622,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5
108,0.0661764705882353,0,0.0,0.6222222222222222,0.29444444444444445,0.06111111111111111,0.022222222222222223,180.0,2,2,455.0,264.0,0.24210526315789474,0.12643678160919541,0.14736842105263157,0.10344827586206896,0.21578947368421053,0.1724137931034483,0.39473684210526316,0.5977011494252874,87.0,190.0,564,434,0.5651302605210421
109,0.0661764705882353,0,0.0,0.0,0.5,0.5,0.0,2.0,2,515,4.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,0,0.5
112,0.0661764705882353,0,0.0,0.0,0.0,0.0,1.0,64.0,4,61,198.0,21.0,0.11538461538461539,0.1111111111111111,0.10256410256410256,0.1111111111111111,0.15384615384615385,0.2222222222222222,0.6282051282051282,0.5555555555555556,9.0,78.0,358,73,0.8306264501160093
113,0.0661764705882353,0,0.0,0.0,0.0,1.0,0.0,1.0,3,613,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5
114,0.0661764705882353,0,0.0,0.45614035087719296,0.15789473684210525,0.21052631578947367,0.17543859649122806,57.0,1,63,76.0,17.0,0.2,0.5,0.11428571428571428,0.25,0.17142857142857143,0.0,0.5142857142857142,0.25,8.0,35.0,173,34,0.8357487922705314
115,0.0661764705882353,0,0.0,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,11.0,3,391,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,29,10,0.7435897435897436
116,0.0661764705882353,0,0.0,0.20851063829787234,0.32340425531914896,0.37872340425531914,0.08936170212765958,235.0,3,61,699.0,291.0,0.20727272727272728,0.18699186991869918,0.1781818181818182,0.07317073170731707,0.2109090909090909,0.13821138211382114,0.4036363636363636,0.6016260162601627,123.0,275.0,680,328,0.6746031746031746
118,0.0661764705882353,0,0.0,0.0,0.03773584905660377,0.909433962264151,0.052830188679245285,265.0,3,0,105.0,2.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,1.0,2.0,36.0,7,1,0.875
120,0.0661764705882353,1,0.0,0.037037037037037035,0.037037037037037035,0.8518518518518519,0.07407407407407407,27.0,3,363,13.0,6.0,0.2,0.0,0.0,0.0,0.2,0.3333333333333333,0.6,0.6666666666666666,3.0,5.0,56,8,0.875
122,0.0661764705882353,0,0.0,0.5145631067961165,0.30097087378640774,0.17475728155339806,0.009708737864077669,103.0,1,2,80.0,10.0,0.38235294117647056,0.0,0.08823529411764706,1.0,0.14705882352941177,0.0,0.38235294117647056,0.0,1.0,34.0,87,30,0.7435897435897436
123,0.0661764705882353,0,0.0,0.0,0.0,1.0,0.0,2.0,3,359,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5
124,0.0661764705882353,0,0.0,0.2191780821917808,0.3561643835616438,0.3561643835616438,0.0684931506849315,146.0,3,61,155.0,34.0,0.2459016393442623,0.23076923076923078,0.13114754098360656,0.15384615384615385,0.18032786885245902,0.15384615384615385,0.4426229508196721,0.46153846153846156,13.0,61.0,342,86,0.7990654205607477
125,0.0661764705882353,0,0.0,0.0,0.06,0.76,0.18,50.0,3,311,21.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,3.0,94,34,0.734375
126,0.0661764705882353,1,0.0,0.7087378640776699,0.05825242718446602,0.23300970873786409,0.0,103.0,1,2,47.0,73.0,0.2727272727272727,0.12903225806451613,0.045454545454545456,0.12903225806451613,0.18181818181818182,0.12903225806451613,0.5,0.6129032258064516,31.0,22.0,0,0,0.5
128,0.0661764705882353,0,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.8888888888888888,216.0,4,2,250.0,83.0,0.1574074074074074,0.14285714285714285,0.1111111111111111,0.11428571428571428,0.24074074074074073,0.2,0.49074074074074076,0.5428571428571428,35.0,108.0,243,91,0.7275449101796407
129,0.0661764705882353,0,0.0,0.0,0.006666666666666667,0.9933333333333333,0.0,150.0,3,32,84.0,51.0,0.24324324324324326,0.21052631578947367,0.13513513513513514,0.15789473684210525,0.24324324324324326,0.05263157894736842,0.3783783783783784,0.5789473684210527,19.0,37.0,137,43,0.7611111111111111
130,0.0661764705882353,0,0.0,0.031746031746031744,0.09523809523809523,0.23809523809523808,0.6349206349206349,63.0,4,32,26.0,1.0,0.09090909090909091,1.0,0.18181818181818182,0.0,0.2727272727272727,0.0,0.45454545454545453,0.0,1.0,11.0,99,51,0.66
131,0.0661764705882353,0,0.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.9024390243902439,41.0,4,32,152.0,79.0,0.2,0.1,0.13333333333333333,0.15,0.28888888888888886,0.25,0.37777777777777777,0.5,20.0,45.0,252,116,0.6847826086956522
132,0.0661764705882353,0,0.0,0.0,0.0,0.0,1.0,2.0,4,341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.5
134,0.0661764705882353,0,0.0,0.0,0.034482758620689655,0.896551724137931,0.06896551724137931,29.0,4,1,42.0,3.0,0.2222222222222222,1.0,0.0,0.0,0.2777777777777778,0.0,0.5,0.0,1.0,18.0,0,0,0.5
136,0.0661764705882353,0,0.0,0.0,0.058823529411764705,0.47058823529411764,0.47058823529411764,17.0,4,365,10.0,9.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.0,0.7142857142857143,0.5,4.0,7.0,6,2,0.75
137,0.0661764705882353,0,0.0,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.8653846153846154,52.0,1,32,66.0,24.0,0.09523809523809523,0.2857142857142857,0.0,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.6666666666666666,0.42857142857142855,7.0,21.0,244,85,0.7416413373860182
138,0.0661764705882353,0,0.0,0.0026954177897574125,0.0,0.0026954177897574125,0.9946091644204852,371.0,4,0,1847.0,811.0,0.1278295605858855,0.22530864197530864,0.08388814913448735,0.1728395061728395,0.170439414114514,0.21296296296296297,0.6178428761651131,0.3888888888888889,324.0,751.0,619,142,0.8134034165571616
139,0.0661764705882353,0,0.0,0.25,0.5,0.25,0.0,4.0,2,320,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,13,9,0.5909090909090909
