# x_1,x_2,Class_label
3.86994196e+02,1.84772904e+02,0
3.77011322e+02,1.58454415e+02,0
-8.59919720e+01,2.26830269e+02,1
2.76667425e+02,1.83238038e+02,0
-1.49172860e+02,2.11034815e+02,1
7.02009177e+01,7.58700469e+01,1
-1.86988139e+02,2.91497456e+02,1
-8.83686006e+01,1.81819422e+02,1
4.24104034e+02,2.17310042e+02,0
-1.06145784e+01,1.32811533e+02,1
3.80134358e+02,1.87343917e+02,0
4.76315078e+02,2.06568697e+02,0
4.20662474e+01,1.46003312e+02,1
4.08656557e+02,1.89016655e+02,0
-7.75290038e+01,1.02451210e+02,1
-1.54454488e+02,2.37107812e+02,1
3.63409463e+02,1.63273940e+02,0
-2.20921139e+02,2.23307113e+02,1
-9.11683906e+01,1.97225171e+02,1
2.63305217e+01,1.04148426e+02,1
-1.38468150e+02,1.58280866e+02,1
-2.09973041e+01,2.32264728e+02,1
4.08864629e+02,1.49177262e+02,0
3.54508994e+02,2.14960467e+02,0
-2.87085807e+01,1.55466410e+02,1
3.76826293e+02,1.71228327e+02,0
-3.39456166e+01,1.33157288e+02,1
4.08927764e+02,1.37843361e+02,0
4.16485428e+02,1.72873308e+02,0
4.22734610e+02,1.63069626e+02,0
-8.76795164e+01,1.64207773e+02,1
-1.05060527e+02,2.69586622e+02,1
4.10909833e+02,1.61838564e+02,0
3.25885578e+02,1.58280401e+02,0
5.03859253e+02,1.94021647e+02,0
-1.58964504e+02,1.79664677e+02,1
-1.16859272e+02,1.29544736e+02,1
4.68061593e+02,2.33036091e+02,0
3.75097779e+02,1.67609635e+02,0
-8.27053887e+01,1.86565718e+02,1
4.57975277e+02,2.29959756e+02,0
3.88759500e+02,1.53543689e+02,0
-1.29147817e+02,2.79386765e+02,1
3.98168367e+02,2.15457981e+02,0
-2.26365559e+02,1.96156151e+02,1
3.06950601e+02,1.85538025e+02,0
4.12300262e+02,1.95598608e+02,0
3.29643968e+02,1.60863843e+02,0
-6.83379046e+01,2.51720895e+02,1
-1.11075768e+02,1.34378723e+02,1
-8.05550400e+01,2.01290346e+02,1
3.77914900e+02,1.51063383e+02,0
4.84768470e+01,1.34600443e+02,1
3.67459886e+02,1.67683281e+02,0
4.04996006e+02,1.38193616e+02,0
-3.04484901e+01,2.30376951e+02,1
-1.76617581e+02,2.98478856e+02,1
-1.28442199e+02,1.85111967e+02,1
4.22431471e+02,2.04996993e+02,0
-1.61008672e+02,1.75893111e+02,1
-7.17583099e+01,2.53623060e+02,1
-1.22491080e+02,1.28654863e+02,1
-1.41065792e+02,1.55655287e+02,1
4.39632809e+02,1.19749214e+02,0
-2.50043484e+01,2.23837634e+02,1
5.47619553e+02,2.29057856e+02,0
-3.98229950e+01,1.49561280e+02,1
3.76591756e+02,1.53933618e+02,0
7.20905593e+00,1.45393946e+02,1
-1.76693298e+02,1.89705019e+02,1
5.41488102e+01,1.75082256e+02,1
-8.69060979e+01,2.37674360e+02,1
2.92519958e+02,1.61481981e+02,0
4.36274597e+02,2.00138956e+02,0
5.07210657e+02,1.95509303e+02,0
4.42611736e+02,1.50269602e+02,0
-4.82751722e-03,7.97978020e+01,1
4.61687989e+02,1.72341997e+02,0
-1.43999905e+01,2.78145905e+02,1
-1.25471361e+02,1.28043411e+02,1
-7.16217508e+00,1.66752109e+02,1
5.07529551e+02,1.55982416e+02,0
5.03296436e+02,2.47829884e+02,0
5.20161831e+02,1.84005300e+02,0
5.36394997e+01,1.29538146e+02,1
4.36361334e+02,2.35636004e+02,0
-4.97799161e+01,1.52348960e+02,1
3.36445800e+02,2.03509144e+02,0
3.94239494e+02,1.35312474e+02,0
4.60774816e+02,2.20193518e+02,0
4.38996108e+02,1.95729988e+02,0
5.05321282e+02,1.71234916e+02,0
-8.35618930e+01,1.65808698e+02,1
4.71208117e+02,1.64659908e+02,0
-4.77170616e+01,2.24223246e+02,1
4.52796825e+02,2.29296511e+02,0
4.23021628e+02,2.06902254e+02,0
7.94763117e+01,8.93857082e+01,1
4.32723658e+02,2.07594345e+02,0
4.28596394e+02,2.29758867e+02,0
4.56983707e+02,1.78617613e+02,0
5.04682517e+02,1.96739658e+02,0
4.94911871e+02,2.03877283e+02,0
5.52572309e+02,1.93380505e+02,0
3.59863849e+02,1.27969257e+02,0
-2.65702576e+01,1.66416472e+02,1
4.18304146e+02,1.70700384e+02,0
-1.43957613e+02,1.79145247e+02,1
-7.78020136e+01,2.05264642e+02,1
4.31980482e+02,1.74765037e+02,0
-8.90165166e+01,2.14973055e+02,1
5.62341931e-01,2.43003446e+02,1
4.76074402e+02,2.29555561e+02,0
4.98589527e+02,1.95937600e+02,0
4.45245803e+02,1.92126753e+02,0
-2.13298225e+02,3.66581834e+02,1
-1.15304717e+02,2.26991024e+02,1
3.37214357e+02,1.49619456e+02,0
4.10980988e+02,2.17164459e+02,0
4.03312829e+02,2.17029460e+02,0
-2.53457503e+01,6.10630899e+01,1
-6.66449227e+01,1.96370704e+02,1
3.14752534e+02,1.74914647e+02,0
2.22430657e+01,1.43814166e+02,1
3.87012528e+02,2.41149000e+02,0
-5.98516874e+01,2.36274384e+02,1
4.53563127e+02,1.96428949e+02,0
-3.03499331e+01,1.68973098e+02,1
5.20354588e+02,1.85665320e+02,0
4.61213272e+02,1.53659439e+02,0
5.19128389e+02,2.04470325e+02,0
3.98780534e+02,1.14544307e+02,0
4.48853540e+02,2.50481910e+02,0
4.05474323e+02,1.91614861e+02,0
-1.64140615e+02,2.65822437e+02,1
3.00148815e+02,2.09241916e+02,0
4.56857893e+02,2.36640226e+02,0
-8.13042433e+01,2.47206286e+02,1
3.82066890e+02,1.73644331e+02,0
4.05991725e+02,1.91250304e+02,0
-8.54825132e+01,2.41156344e+02,1
4.08114550e+02,2.33360291e+02,0
-1.36657225e+02,1.55832307e+02,1
4.15231121e+02,2.43947062e+02,0
4.65421139e+02,2.25879707e+02,0
-4.31816791e+01,1.32858926e+02,1
-2.27871298e+02,2.55496958e+02,1
2.95279347e+02,1.36637519e+02,0
-1.58205059e+02,1.73256178e+02,1
3.68194742e+02,2.32542086e+02,0
-1.12801942e+02,2.23310202e+02,1
7.36078207e+01,5.44212182e+01,1
1.75631387e+01,9.20010970e+01,1
-4.55226884e+01,1.67018706e+02,1
4.70048444e+02,2.01829827e+02,0
-1.75541021e+01,1.64689454e+02,1
-7.82162127e+01,1.26242368e+02,1
-7.23140402e+01,1.70781535e+02,1
4.68621949e+02,1.84571958e+02,0
-5.67942481e+01,1.58125579e+02,1
-7.29846053e+01,1.23366282e+02,1
-6.23957713e+01,1.55623802e+02,1
5.21263598e+01,2.05720957e+02,1
2.70224125e+01,1.76752118e+02,1
3.75137812e+02,2.56785908e+02,0
4.39099302e+02,1.99059642e+02,0
4.78260071e+02,1.97740063e+02,0
3.17196546e+02,2.05907506e+02,0
-5.28007248e+01,1.83591977e+02,1
4.46428380e+02,2.21666039e+02,0
3.98647041e+02,2.03835863e+02,0
4.46845657e+02,2.35790085e+02,0
4.82692032e+02,2.47555247e+02,0
-1.07844964e+02,8.26823390e+01,1
4.42835487e+02,1.87672180e+02,0
-2.13344125e+01,1.95236781e+02,1
4.87295114e+02,2.00133894e+02,0
2.40130445e+01,1.13941848e+02,1
4.56089586e+02,1.91366548e+02,0
4.08329493e+02,1.76912639e+02,0
4.81789177e+02,1.53625065e+02,0
-1.03278281e+02,1.62981841e+02,1
3.04424330e+02,1.63070259e+02,0
5.02283921e+02,2.10671421e+02,0
-1.25029214e+02,3.14072399e+02,1
9.84144587e+00,1.61226852e+02,1
7.60421497e+01,6.39226187e+01,1
-1.46603524e+02,2.25745235e+02,1
4.09398362e+02,2.01593503e+02,0
4.60119509e+02,1.63010588e+02,0
-6.20885077e+01,2.38140253e+02,1
-5.41151565e+01,1.25176606e+02,1
-9.55092305e+01,1.85880061e+02,1
3.86936314e+02,1.41222715e+02,0
3.93067893e+02,1.74116918e+02,0
-7.70856644e+01,1.23377639e+02,1
-1.02180943e+02,2.26524531e+02,1
4.17748575e+02,1.76781180e+02,0
4.85764548e+02,2.41728763e+02,0
3.83616256e+02,1.76456928e+02,0
3.10764072e+02,1.51400772e+02,0
-4.36916701e+01,1.25060887e+02,1
-2.34854627e+02,2.39037677e+02,1
-8.47460283e+01,1.02970753e+02,1
4.38277444e+02,2.02541158e+02,0
3.09028139e+02,8.75069390e+01,0
-1.79436321e+02,1.89442390e+02,1
-5.33652195e+01,2.82497211e+02,1
-9.72963636e+01,1.88326016e+02,1
3.90765862e+02,1.80097648e+02,0
-1.95652878e+02,3.42520529e+02,1
4.68771719e+02,1.23420647e+02,0
3.76937784e+02,1.80657665e+02,0
3.45198811e+02,1.32882991e+02,0
4.76100796e+02,1.97557674e+02,0
4.33168534e+02,2.02127630e+02,0
-7.09853706e+01,2.22049288e+02,1
3.97418129e+02,2.23983955e+02,0
-7.91333302e+00,1.14785975e+02,1
-3.37114064e+01,8.84483164e+01,1
-5.41455616e+01,1.74712200e+02,1
3.01517454e+02,8.75638807e+01,0
4.21062245e+02,1.58841102e+02,0
4.87559233e+02,1.64756781e+02,0
4.35966738e+02,1.53275963e+02,0
5.15241269e+02,2.77130278e+02,0
-6.75561405e+01,1.45003322e+02,1
3.70717573e+02,1.83254972e+02,0
4.95369215e+02,1.82483814e+02,0
5.09962584e+02,2.13118999e+02,0
-8.07802154e+01,2.50462744e+02,1
4.12877466e+02,1.93570294e+02,0
4.85720865e+02,2.23497729e+02,0
1.11153815e+02,1.68219807e+02,1
4.95225554e+02,2.00941602e+02,0
3.97216412e+02,1.79102448e+02,0
4.67535345e+02,1.88916786e+02,0
4.72139352e+02,1.96461137e+02,0
4.05402582e+02,2.28474712e+02,0
5.57608490e+02,1.69074479e+02,0
4.01410167e+02,1.35591026e+02,0
3.10358009e+01,1.32963682e+02,1
4.39146143e+02,1.97204810e+02,0
4.78217766e+02,2.45664304e+02,0
3.54482252e+02,1.80419213e+02,0
-4.96006214e+01,1.62671673e+02,1
5.80711926e+02,2.53189066e+02,0
-1.46225037e+02,2.09911620e+02,1
4.13584737e+02,1.88887402e+02,0
-5.51046512e+01,1.42418843e+02,1
3.97214367e+02,1.76991404e+02,0
-7.56421113e+01,1.86299053e+02,1
4.75683208e+02,2.17493228e+02,0
-1.59451634e+02,1.69518242e+02,1
5.25075436e+02,2.22805780e+02,0
-3.50203794e+01,1.86538528e+02,1
3.33125443e+02,1.60838388e+02,0
4.07581454e+02,2.01727383e+02,0
-9.67664618e+01,1.74039445e+02,1
-3.23575311e+01,2.07098792e+02,1
5.19255581e+02,2.37947950e+02,0
-1.49530373e+02,2.53625510e+02,1
-1.12280158e+02,1.49768563e+02,1
2.73498837e+02,1.49376917e+02,0
5.12169946e+02,2.28758192e+02,0
-1.17738269e+01,1.56623353e+02,1
-1.17128921e+02,2.41675960e+02,1
4.13349695e+02,1.52915326e+02,0
-1.21561807e+02,2.33154622e+02,1
-5.55827841e+01,2.25349779e+02,1
-3.53480585e+01,1.06327754e+02,1
5.17784699e+02,2.07531854e+02,0
-1.52015747e+01,2.32188108e+02,1
-1.54738010e+01,1.70820645e+02,1
3.62373048e+02,1.50204551e+02,0
-1.02205243e+02,2.42021328e+02,1
4.01904067e+02,1.53241251e+02,0
4.22347060e+02,2.07891691e+02,0
-1.09581459e+02,2.51135400e+02,1
-2.22506119e+02,1.57564502e+02,1
-1.76679440e+02,9.79367752e+01,1
4.31065284e+02,2.28955610e+02,0
4.98457275e+02,2.44862967e+02,0
4.99473251e+02,2.49861432e+02,0
-2.72858290e+02,2.94235596e+02,1
-1.49720613e+02,2.82885278e+02,1
-7.29138967e+01,1.81400381e+02,1
-8.67359116e+01,2.31604696e+02,1
3.30483949e+02,1.39352719e+02,0
4.95834169e+02,2.11951598e+02,0
-1.02468759e+02,2.45510543e+02,1
2.28675659e+01,1.47720300e+02,1
4.83796168e+02,2.27849100e+02,0
-1.72701172e+02,2.03105551e+02,1
-8.21418298e+01,9.40115264e+01,1
-7.06132143e+01,2.31547284e+02,1
5.04210507e+02,1.51747267e+02,0
-1.27843376e+02,2.41935839e+02,1
4.57358837e+02,1.80242135e+02,0
-3.99499753e+01,1.12598990e+02,1
3.28210865e+02,1.85162920e+02,0
3.93319285e+02,1.84102338e+02,0
4.80875013e+02,2.08346556e+02,0
-1.47866495e+02,2.40241875e+02,1
5.15465923e+02,2.45188335e+02,0
2.87986224e+02,1.81270260e+02,0
-9.31731231e+00,1.48605502e+02,1
-8.31983109e+01,2.41358573e+02,1
-5.14121607e+01,3.17337522e+02,1
4.87797892e+02,2.47383139e+02,0
3.54271792e+02,1.51029859e+02,0
-1.07794580e+02,2.55896567e+02,1
-6.74674957e+01,2.19059454e+02,1
4.56805377e+02,2.34111025e+02,0
-2.15977695e+01,8.95759527e+01,1
-7.68500858e+01,2.88225771e+02,1
3.13669608e+02,1.66008922e+02,0
-4.49512782e+01,2.37407620e+02,1
-6.31824436e+01,2.71659470e+02,1
5.22449282e+02,1.57555381e+02,0
5.89847212e+02,2.71247830e+02,0
4.31124883e+01,1.24458719e+02,1
-5.70185759e+00,2.27090384e+02,1
4.86500751e+02,1.59242432e+02,0
3.61180111e+02,1.20383539e+02,0
-1.35374129e+02,1.94543922e+02,1
-9.62312075e+01,2.55151329e+02,1
4.77191910e+02,2.07038660e+02,0
-8.18558312e+01,2.05819158e+02,1
-2.90281511e+01,1.82102481e+02,1
5.84433812e+02,2.53815255e+02,0
-5.70296514e+01,1.77331546e+02,1
3.81306653e+02,1.85002629e+02,0
-1.14860316e+02,2.87881223e+02,1
3.86363762e+02,1.75813424e+02,0
-1.03885836e+01,1.87032660e+02,1
-1.09532724e+01,2.24386170e+02,1
3.64679083e+02,1.31290948e+02,0
3.90703648e+02,2.13252756e+02,0
-1.88093172e+02,1.95289670e+02,1
3.11964568e+02,2.03730715e+02,0
-3.75851677e+01,1.44127641e+02,1
4.68721017e+02,2.58457322e+02,0
4.77929181e+02,2.25967471e+02,0
2.31900350e+00,1.84140132e+02,1
-8.62122832e+01,1.69257655e+02,1
2.01531362e+01,2.20888041e+02,1
4.86207020e+02,1.72115223e+02,0
4.71831637e+02,1.77370377e+02,0
-7.30420438e+01,2.13692882e+02,1
-7.64473164e+01,1.89621859e+02,1
4.64672943e+02,1.94313196e+02,0
-7.52721174e+01,2.23608584e+02,1
-3.10925976e+01,2.64555396e+02,1
-8.32374382e+01,1.95867460e+02,1
3.80720270e+02,1.47813299e+02,0
-9.27379911e+01,1.73947720e+02,1
-1.36766306e+02,2.27330446e+02,1
-2.19164324e+01,1.13446839e+02,1
3.80012015e+02,1.18333200e+02,0
-3.13671389e+01,1.96040503e+02,1
-1.35343601e+02,1.86747128e+02,1
4.51543512e+02,1.76302672e+02,0
-1.93752511e+01,6.28588581e+01,1
3.59521047e+02,1.95533091e+02,0
3.81495794e+02,2.24358371e+02,0
-8.87023704e+01,2.16871362e+02,1
4.43921745e+02,2.24400705e+02,0
4.39053026e+02,2.20466460e+02,0
-2.55905984e+01,2.40388534e+02,1
5.31622620e+02,1.84999613e+02,0
3.90739667e+01,2.01077306e+02,1
3.76743615e+02,2.52321075e+02,0
-1.31053805e+02,1.27473506e+02,1
3.56491069e+02,8.68158801e+01,0
4.49122996e+02,1.83213391e+02,0
-4.54149049e+01,2.07756381e+02,1
7.47821228e+01,1.14139338e+02,1
-3.34964848e+01,2.18229908e+02,1
-2.23437193e+02,2.19361809e+02,1
3.01537256e+01,2.25472471e+02,1
-4.89629601e+01,2.06579989e+02,1
-5.31341688e+01,2.25662247e+02,1
-2.55580581e+02,2.51939452e+02,1
-1.36776392e+02,1.81417936e+02,1
-8.07595325e+01,1.28002965e+02,1
4.84380231e+02,1.89914331e+02,0
4.45118803e+02,1.61985838e+02,0
4.25850244e+02,2.30880098e+02,0
4.12190371e+02,2.12704447e+02,0
-6.31244946e+01,2.89704781e+02,1
4.84504636e+00,1.18365348e+02,1
-5.00341747e+00,7.51459805e+01,1
-3.50695724e+01,2.05616303e+02,1
4.61333786e+01,1.51264140e+02,1
-1.17653017e+01,2.17726491e+02,1
-5.70981422e+01,1.68726728e+02,1
-1.41175478e+02,1.75985675e+02,1
3.76153651e+02,1.94764214e+02,0
-1.99265685e+02,2.84651829e+02,1
3.24339813e+02,1.30866654e+02,0
4.19229537e+02,1.38993433e+02,0
-2.02712934e+02,2.26131163e+02,1
-1.29234564e+02,1.25504590e+02,1
4.18182603e+02,2.17380923e+02,0
5.37546231e+01,1.77585863e+02,1
-1.22206761e+02,2.12833466e+02,1
4.23794333e+02,1.89909552e+02,0
-1.84207426e+02,2.19537210e+02,1
5.19725005e+02,1.90036085e+02,0
3.69828430e+02,1.78830455e+02,0
4.51202663e+02,1.79083516e+02,0
-1.42670500e+02,9.86834556e+01,1
3.69957448e+02,2.14282276e+02,0
-1.46646756e+02,1.55455467e+02,1
4.20325997e+02,1.90679356e+02,0
-2.06923550e+02,2.41068072e+02,1
4.15352717e+02,2.20213664e+02,0
-3.67421143e+01,2.16645394e+02,1
-1.54720924e+02,2.03539636e+02,1
5.16580500e+02,1.69239521e+02,0
-1.40215807e+02,2.30581751e+02,1
4.65828088e+02,2.09101472e+02,0
4.37535204e+02,1.15548925e+02,0
4.38861415e+02,1.31745577e+02,0
-8.12755346e+01,2.54011214e+02,1
-2.08896683e+02,2.34051697e+02,1
-8.89579570e+00,1.00829519e+02,1
4.52111313e+00,1.17985143e+02,1
3.84240937e+02,1.84791370e+02,0
4.45481235e+02,2.18139370e+02,0
4.16858223e+02,1.50200227e+02,0
3.65951432e+02,2.19946694e+02,0
4.93203158e+02,1.58839542e+02,0
4.81385325e+02,2.10970149e+02,0
4.67703173e+02,2.55806999e+02,0
5.47423636e+02,2.02706945e+02,0
3.65161936e+02,1.60401393e+02,0
4.27506228e+02,1.23598457e+02,0
3.91926650e+02,6.82185280e+01,0
4.20192590e+02,2.00230958e+02,0
5.49810282e+02,2.51694604e+02,0
4.44424984e+02,2.41852597e+02,0
-8.31479272e+01,2.16918179e+02,1
-2.06625627e+02,1.62128966e+02,1
3.98404194e+02,1.35647082e+02,0
-1.67655973e+02,1.98746567e+02,1
4.24225682e+02,2.24003621e+02,0
4.18729032e+02,1.70335479e+02,0
4.07103253e+02,1.98186457e+02,0
4.60199153e+02,2.19631380e+02,0
-2.18777760e+01,1.09592978e+02,1
3.38468591e+02,1.71536104e+02,0
4.76581436e+02,1.79686993e+02,0
-1.78331191e+02,1.75722804e+02,1
-4.09570119e+01,1.56534833e+02,1
-8.46825234e+01,1.92971173e+02,1
3.83761899e+02,2.11295626e+02,0
-1.41224681e+02,1.99857641e+02,1
3.98480258e+02,1.73086026e+02,0
4.34901538e+02,2.36953581e+02,0
3.09829395e+00,1.90158545e+02,1
-1.81148958e+02,1.35523102e+02,1
-2.53845588e+01,1.98948108e+02,1
-1.09549245e+02,2.05750229e+02,1
3.04778080e+01,1.65178526e+02,1
4.82590932e+02,1.92098883e+02,0
4.11564404e+02,1.90652694e+02,0
3.35086840e+01,1.30580653e+02,1
-5.42616315e+01,2.47615716e+02,1
5.83791522e+02,2.73480611e+02,0
-5.18955375e+01,1.14424971e+02,1
3.97526730e+02,1.87358548e+02,0
-1.26323086e+02,1.36839806e+02,1
-1.50163029e+02,1.74775171e+02,1
5.69374313e+02,2.16705885e+02,0
-3.75062238e+01,1.30872904e+02,1
5.25877247e+02,1.89535046e+02,0
7.08311609e+01,1.04691722e+02,1
3.24153746e+02,1.73511258e+02,0
-5.15507235e+01,1.01970086e+02,1
4.20521602e+02,2.10859190e+02,0
-2.25606951e+02,2.59258854e+02,1
-2.13191127e+02,1.95149999e+02,1
-1.04348410e+02,2.21396606e+02,1
-2.50253120e+02,2.57272777e+02,1
5.30539105e+02,1.95362078e+02,0
4.67353067e+02,2.22299005e+02,0
4.65471302e+02,1.75473417e+02,0
3.57289300e+02,8.15552805e+01,0
-1.32832125e+02,1.87787705e+02,1
-1.66904317e+02,2.80579999e+02,1
3.24449117e+02,1.44977729e+02,0
-1.36619996e+02,2.53597965e+02,1
3.56204475e+02,1.49245629e+02,0
-7.74993598e+01,1.82655213e+02,1
4.45822058e+02,1.78117633e+02,0
4.47345577e+02,1.59190185e+02,0
4.49360321e+02,1.27867459e+02,0
-2.81700342e+02,2.66607709e+02,1
-1.56396530e+02,1.95137965e+02,1
4.11707085e+02,1.88469200e+02,0
4.25423974e+01,1.69415207e+02,1
5.12692267e+02,2.09534765e+02,0
5.82360681e+02,2.78146283e+02,0
-1.22068687e+02,2.02035435e+02,1
4.72390454e+02,2.12697910e+02,0
3.74010606e+02,1.66288095e+02,0
-1.70519982e+02,2.07862965e+02,1
4.33455346e+02,2.34038490e+02,0
-2.95544944e+01,2.03841509e+02,1
3.79559301e+02,1.96573952e+02,0
-1.53487338e+02,1.05976438e+02,1
3.87275352e+02,1.19266026e+02,0
-2.08094649e+02,3.20305651e+02,1
4.24525030e+02,1.53320160e+02,0
-1.05331438e+02,1.51016319e+02,1
-2.26383260e+02,2.17663559e+02,1
-1.24310254e+02,2.45055059e+02,1
4.08028951e+02,1.69890274e+02,0
1.04253809e+02,1.70106682e+02,1
-1.26423968e+02,1.95516253e+02,1
5.35785955e+02,2.50725380e+02,0
-1.13666241e+02,2.62450650e+02,1
4.39199488e+02,1.57947613e+02,0
8.31009789e+01,1.19423570e+02,1
-1.26946168e+02,2.29376035e+02,1
2.25150025e+01,2.69938063e+02,1
4.10232045e+02,1.41864817e+02,0
-9.31073979e+01,2.28037590e+02,1
-2.43693184e+01,1.49049557e+02,1
-1.55606100e+01,1.58971847e+02,1
4.35258516e+02,1.60672943e+02,0
3.56695847e+02,1.83602254e+02,0
-9.40616077e+01,1.74480737e+02,1
3.94631891e+02,1.82414233e+02,0
2.68545355e+02,8.18867938e+01,0
8.39978942e+00,1.78546556e+02,1
-2.05571638e+02,2.20105432e+02,1
-9.04798571e+01,1.71387602e+02,1
-9.28184871e+01,2.02841504e+02,1
-4.93420188e+01,1.63125254e+02,1
-2.14520672e+00,1.43640978e+02,1
-1.59425206e+02,3.12733896e+02,1
-4.55251300e+01,2.16947709e+02,1
4.99713805e+02,2.52211538e+02,0
3.72656069e+02,1.91787970e+02,0
4.56776388e+02,2.35510666e+02,0
-1.95956476e+02,2.43817321e+02,1
4.47289485e+02,1.97288754e+02,0
-3.04780863e+01,1.37563367e+02,1
4.59732320e+02,1.58268878e+02,0
4.84649468e+02,2.08356256e+02,0
-4.68497861e+01,1.54540969e+02,1
-1.50996097e+02,1.96855425e+02,1
4.25487172e+02,1.61662232e+02,0
-7.55036778e+00,1.56593804e+02,1
-9.39708844e+00,1.37306440e+02,1
-3.72179725e+01,7.78188487e+01,1
5.08864684e+02,1.88030068e+02,0
4.86444491e+02,2.08536259e+02,0
4.63417086e+02,2.15650675e+02,0
3.50806205e+02,1.81243011e+02,0
4.76578691e+02,1.52450355e+02,0
3.90382228e+02,1.33246279e+02,0
-9.33601414e+01,1.87771032e+02,1
-1.35387143e+02,1.68816847e+02,1
4.74063238e+02,2.28856392e+02,0
-1.15081855e+01,1.79682792e+02,1
9.73511484e+00,1.90990334e+02,1
-2.25041067e+02,1.95170370e+02,1
-7.93312265e+01,1.41913525e+02,1
-1.30855438e+02,1.42058131e+02,1
5.87662957e+02,2.55828036e+02,0
-1.05253116e+02,1.75471824e+02,1
-2.34391328e+02,1.15214506e+02,1
-9.76950486e+01,2.30860346e+02,1
