# x_1,x_2,Class_label
1.64319050e+00,2.50546817e-01,1
7.68357805e-01,4.14254316e-01,0
8.50249386e-01,-4.45001710e-01,1
-8.11173997e-01,2.08675485e-01,0
1.70941429e+00,1.07907658e-01,1
-1.10593715e+00,4.10630701e-01,0
7.19180919e-01,9.34482333e-01,0
1.03998567e+00,2.48050469e-01,0
-7.45117610e-01,4.87589326e-01,0
-5.13492402e-02,1.12635662e+00,0
1.49563787e-01,3.88090506e-01,1
-1.74694169e-02,3.03230484e-01,1
-1.17767786e-01,-2.68906935e-01,1
-7.38609034e-01,1.91169188e-01,0
-9.28167535e-01,1.81214389e-01,0
-4.49728244e-01,1.09654206e+00,0
-1.22223460e-01,1.15028840e+00,0
4.36995239e-01,3.13270328e-01,1
4.13655924e-01,6.43299064e-01,0
-9.82964346e-01,2.78569186e-01,0
7.95838556e-01,9.09447360e-01,0
7.16348327e-01,-2.76530300e-01,1
1.46934272e+00,-3.57075305e-01,1
2.03774027e+00,5.22460767e-01,1
8.49276520e-01,-2.86978997e-01,1
-1.97198467e-01,4.35494746e-01,1
8.41686167e-01,-7.40750029e-01,1
7.81511822e-01,3.88311479e-01,0
8.69583685e-01,-4.10742176e-01,1
5.79837509e-01,1.64872980e-01,1
1.57115100e+00,1.30688294e-01,1
8.36366169e-01,2.15505495e-01,0
4.05178947e-01,5.26060312e-01,1
-4.76662915e-01,5.90158746e-01,0
6.29183682e-01,4.76069956e-01,0
5.74514691e-01,9.02325994e-01,0
-4.30921906e-01,8.01986905e-01,0
-3.76597010e-01,1.56769276e-01,1
8.21291651e-01,3.62862298e-01,0
1.68208344e+00,-4.81885188e-01,1
3.01595579e-01,-4.49422961e-02,1
8.61586967e-01,8.19312770e-01,0
8.84118874e-01,-3.25448821e-02,0
2.21517331e+00,1.50783334e-02,1
1.00668372e+00,8.61109767e-01,0
5.05429499e-01,-5.54158418e-02,1
-8.12125980e-01,9.32156369e-01,0
-7.85501515e-01,8.59391365e-01,0
-7.94679108e-02,-3.54574630e-01,1
1.64727081e+00,-3.05873388e-01,1
2.21267762e+00,3.10477159e-01,1
1.94802585e+00,4.64738143e-01,1
-1.04596653e+00,2.48331387e-01,0
1.06576789e+00,8.50985420e-01,0
3.31562437e-01,5.38269127e-01,0
5.63559416e-01,-7.11282702e-01,1
-7.71886531e-01,2.13225373e-01,0
1.84987789e+00,-1.27634913e-01,1
8.21000105e-01,2.13826579e-01,0
-4.16712386e-01,6.77147964e-01,0
1.65650348e+00,-7.91757823e-03,1
1.63394127e+00,-5.29202568e-01,1
7.67561555e-02,1.04511757e+00,0
-1.97353821e-01,1.29901990e+00,0
4.58984453e-02,2.53053187e-01,1
2.46729194e-02,9.91953057e-01,0
2.03243064e+00,4.28935638e-01,1
-1.11751869e+00,1.68966647e-01,0
2.27074918e+00,1.68881307e-01,1
-6.68700713e-01,5.99814000e-01,0
9.08922138e-01,2.51351412e-02,0
-8.78086558e-01,-6.71843876e-02,0
-1.02290824e-01,9.89139891e-01,0
-7.49319666e-01,5.62164378e-01,0
1.65905935e+00,-3.67002631e-01,1
2.46853569e-01,1.07953806e+00,0
1.78015079e+00,5.88263710e-01,1
5.94199598e-01,8.32952601e-01,0
9.99862225e-01,1.34890416e-01,0
7.06846717e-01,-4.33558961e-01,1
1.39843372e-01,1.02823218e-01,1
9.70330116e-01,2.37362182e-01,0
5.33991548e-01,-1.13708361e-01,1
1.40146791e-01,-4.58640427e-01,1
-6.77138790e-01,7.56057515e-01,0
5.76176638e-01,7.40111489e-01,0
6.06355506e-01,7.30523388e-01,0
4.55566957e-01,1.10760688e-01,0
-2.38271738e-01,9.34444057e-01,0
5.30143780e-01,-1.93059176e-01,1
1.56483113e+00,-4.81181196e-01,1
2.06767367e+00,6.40866880e-01,1
1.57168904e+00,1.40178823e-01,1
-6.33381349e-01,1.30483026e+00,0
1.13275820e-01,9.78724107e-01,0
1.78907394e+00,-1.30073381e-01,1
7.02347969e-01,-1.99062079e-01,1
6.46286269e-01,9.16973831e-01,0
-1.07551154e+00,8.09036626e-01,0
1.65477872e+00,-2.48782672e-01,1
1.97005572e+00,2.44356299e-01,1
5.17522384e-01,3.11171778e-01,1
6.12590494e-01,-3.64129781e-01,1
1.66635551e+00,-8.56496299e-02,1
-6.88794398e-01,-4.50501003e-01,0
-1.00705018e+00,2.69174063e-01,0
1.33983647e+00,-8.60416862e-01,1
-2.70568876e-02,6.51343173e-01,1
6.50378936e-03,9.39466693e-01,0
6.31620124e-01,4.39947423e-01,0
3.58988897e-01,2.45593890e-02,1
-4.58866060e-01,2.89069203e-01,0
1.74814470e+00,1.72915469e-01,1
7.21275251e-01,-6.10748527e-01,1
4.96516330e-01,1.14603762e+00,0
-1.16750420e+00,8.49016597e-02,0
-4.93012738e-01,7.89897620e-01,0
1.39200189e+00,-7.58939671e-01,1
1.91076375e+00,-3.43217433e-02,1
-6.89246981e-01,9.34207960e-01,0
4.76038199e-01,7.75827229e-01,0
8.28297713e-01,3.66291324e-01,0
5.68835627e-01,-7.94818838e-01,1
3.13906024e-01,1.33118168e-02,1
2.04890004e+00,3.18280341e-01,1
6.79562860e-01,-2.01558995e-01,1
1.45218302e+00,-4.42801173e-01,1
-7.51536791e-01,2.09629646e-01,0
5.37603874e-01,7.49344017e-01,0
-7.28467312e-01,5.76086285e-01,0
1.88521312e+00,3.14993327e-01,1
-7.43899145e-01,6.97128548e-02,0
5.55384906e-01,8.77734657e-01,0
1.44671147e-01,9.14315636e-01,0
3.33415757e-01,7.26755953e-01,0
1.49275019e-01,3.05049767e-01,1
-1.36227785e-02,1.11109855e+00,0
3.02020373e-01,-4.01498596e-01,1
7.86670197e-01,7.86384577e-01,0
2.02429907e+00,2.39721623e-01,1
1.33468082e+00,1.62932195e-02,1
-9.87471114e-01,-8.93671240e-02,0
1.14132176e+00,4.20875734e-01,0
7.46988910e-01,5.93486045e-01,0
1.37749799e+00,-3.89625240e-01,1
2.15625820e+00,-1.58004749e-02,1
1.82092676e+00,-1.71660712e-01,1
-5.04980524e-01,9.30874276e-01,0
1.75164124e+00,-5.41203175e-01,1
1.80171511e+00,-1.02078173e-02,1
-1.27591596e+00,3.78007694e-01,0
1.95769357e+00,-2.34018398e-02,1
8.88173879e-01,-1.31278538e-01,1
-8.97222696e-02,9.91344971e-01,0
-6.31022085e-01,4.41766797e-01,0
1.80361655e+00,5.31854979e-01,1
2.61139129e-01,-7.62224942e-02,1
-6.70158075e-01,8.38092448e-01,0
8.16601334e-01,3.42084160e-01,0
6.51864725e-01,-3.12487130e-01,1
7.94980842e-01,9.09481622e-01,0
-3.63778598e-01,8.27222661e-01,0
9.96402750e-01,4.77846330e-01,0
2.39618364e-02,-3.85284972e-01,1
1.80729028e+00,-3.10803029e-01,1
4.29114620e-01,-1.42504157e-01,1
-5.77080722e-01,7.17966651e-01,0
8.28421594e-01,1.05743226e+00,0
1.73437706e+00,-4.70136928e-01,1
1.63190913e-01,7.45259767e-01,0
5.97659633e-01,7.64270374e-01,0
1.79457007e+00,-5.68084179e-02,1
8.20838475e-01,4.96611219e-01,0
-9.35335675e-01,3.30559527e-01,0
1.51075039e+00,-7.50422709e-01,1
5.29162237e-01,4.01966727e-01,0
-1.86886831e-01,6.95007345e-01,0
-7.52542825e-01,4.40922290e-01,0
1.39009062e+00,-8.63547641e-01,1
1.08849832e+00,-6.03213748e-01,1
-2.28117853e-01,3.73296421e-01,1
1.16466114e+00,-2.35213670e-01,1
-7.34030132e-01,8.48146133e-01,0
9.75171500e-01,8.99048739e-01,0
-1.00915442e+00,1.71463610e-01,0
4.89983990e-01,-8.12296606e-02,1
4.21530084e-01,-2.88644079e-01,1
1.98415593e+00,3.36492870e-01,1
-9.53232135e-01,1.25287927e-01,0
-1.05564124e+00,9.52943673e-02,0
-4.90543790e-01,8.20739774e-01,0
1.58407369e+00,-5.24534091e-01,1
1.67033360e+00,-5.46314285e-01,1
7.73591440e-01,2.21971552e-01,0
4.14208038e-01,-3.33326147e-01,1
-6.07875044e-01,7.78428999e-01,0
-1.52706295e-01,2.84405976e-01,1
3.61862040e-01,6.03813298e-02,1
4.32289850e-01,7.62039773e-02,1
7.13136451e-01,8.15669671e-01,0
1.49116693e+00,-4.43966216e-02,1
-5.81970628e-01,4.34090319e-01,0
1.83742300e+00,2.82278883e-01,1
8.15000242e-01,5.52821641e-01,0
1.09154096e+00,2.04114015e-01,0
5.27405980e-01,1.00366857e+00,0
-7.55152047e-01,5.22712679e-01,0
8.67262649e-01,-5.24817276e-01,1
1.13012032e+00,-5.35154388e-02,0
-3.91039403e-01,1.00076687e+00,0
1.21752784e-01,-1.97312214e-01,1
3.98926839e-01,-8.59158847e-02,1
-1.48070901e-02,2.04375682e-01,1
1.31879095e+00,-4.32461057e-01,1
8.62876668e-01,1.87443650e-02,0
-3.59506352e-01,1.09374637e+00,0
4.72310907e-01,-3.58981259e-01,1
-5.15283333e-01,8.95830838e-01,0
4.19747765e-01,1.19905422e+00,0
2.43568574e-01,-3.21255432e-01,1
-9.58388066e-01,3.62210497e-01,0
-6.69382145e-02,1.54914096e-01,1
6.32834426e-01,-3.84422965e-01,1
3.57804746e-01,-5.92813893e-02,1
6.77924573e-01,-4.27253960e-01,1
-4.18407453e-01,1.10641058e+00,0
-8.82081230e-02,1.20019523e+00,0
-4.03975128e-02,4.94967796e-02,1
-4.57632327e-01,8.82211233e-01,0
5.34027665e-01,-5.80449916e-01,1
1.45997532e+00,-5.05502426e-01,1
1.52679161e+00,-1.26455003e-01,1
-6.38397123e-01,1.15210525e+00,0
1.65255317e+00,-5.22993377e-01,1
1.90130294e+00,4.52216206e-01,1
-7.66518723e-02,1.00336150e+00,0
1.47093508e+00,-4.74071420e-01,1
5.91764275e-01,-3.43979239e-01,1
6.07655476e-01,-1.81477055e-01,1
3.09297825e-01,9.34884223e-01,0
-1.25241049e-01,7.43578677e-01,0
9.77790696e-01,-4.51332493e-01,1
1.09701915e+00,3.49704068e-01,0
1.62579968e+00,-3.35812753e-01,1
1.29277311e+00,-5.52902210e-01,1
-5.38560495e-01,9.91783531e-01,0
9.77244990e-01,4.55079815e-01,0
5.64055813e-01,9.07612372e-01,0
-9.65423268e-01,-3.62066913e-01,0
3.89517271e-01,-2.51047396e-01,1
-8.66900049e-01,4.91494768e-01,0
1.71482361e+00,-1.28044695e-01,1
6.45012540e-01,7.39821455e-01,0
-7.40007927e-01,1.37532331e-01,0
7.32439876e-01,4.17485361e-01,0
-7.76622947e-01,5.35403574e-01,0
3.53110550e-01,1.03182580e+00,0
1.76526632e+00,4.06360168e-01,1
7.47620319e-01,-1.20004885e-02,0
8.66299265e-01,-5.10536847e-01,1
7.47031273e-01,-6.27321909e-01,1
1.10957632e+00,-8.12074513e-01,1
7.11321323e-01,-3.19661315e-01,1
-6.72558907e-01,4.68003446e-01,0
1.10170980e+00,2.24334830e-01,0
3.07725568e-01,-3.13389642e-01,1
3.13376925e-01,8.78456445e-01,0
1.01835315e+00,-7.82838769e-01,1
9.48071043e-01,-5.19389451e-01,1
-2.23176537e-01,2.06592135e-01,1
4.36616972e-01,-1.31038374e-01,1
1.49321438e-01,8.81442629e-01,0
2.15544071e+00,-5.13351097e-01,1
-9.96773088e-01,3.45553120e-01,0
3.43649270e-01,1.05590529e+00,0
1.20161886e+00,1.68823769e-01,0
-1.10346802e+00,1.70582747e-01,0
4.52978152e-01,-7.12167129e-02,1
2.01794418e+00,2.61208091e-01,1
4.76361113e-01,9.97824918e-02,1
1.75949552e-01,3.70750936e-02,1
2.87453121e-01,1.00478412e+00,0
-6.37868618e-01,6.90117691e-01,0
1.18029332e+00,6.04134174e-01,0
1.62064511e+00,-8.05661895e-02,1
1.64639515e-01,3.08247798e-01,1
8.35147556e-01,-6.08774759e-01,1
-9.35962064e-01,4.56387399e-01,0
2.18290334e+00,3.29267484e-01,1
3.02285367e-01,-3.90437677e-01,1
-2.73632280e-01,9.92561923e-01,0
8.84944191e-01,9.23840971e-01,0
3.88823785e-01,-3.62483220e-02,1
2.12674934e+00,2.43176035e-01,1
5.18806792e-01,-5.37904747e-01,1
-2.71989466e-01,6.68326759e-02,1
4.16126131e-02,1.21247896e-01,1
9.88617441e-01,2.48453759e-01,0
-1.87302180e-01,3.08187639e-01,1
-1.13875660e+00,3.92762883e-01,0
-3.38117404e-01,9.47779671e-01,0
2.29996601e-01,7.68581475e-01,0
2.73163372e-01,-4.26641980e-02,1
-8.40836602e-01,7.21526786e-01,0
3.95266117e-01,9.84296515e-01,0
1.51637973e+00,-2.83169835e-01,1
1.40286212e+00,-4.02855945e-01,1
5.28188693e-01,-4.73843003e-01,1
-9.87621416e-01,2.73252428e-01,0
1.85893827e+00,-3.90844804e-01,1
1.17708552e+00,-1.80743382e-01,1
1.94711568e+00,-1.96844714e-01,1
5.57750851e-01,-2.89916366e-01,1
3.67470479e-01,-9.50059136e-01,1
1.72856531e+00,-1.18984521e-01,1
5.05190357e-01,6.39359639e-01,0
7.01142416e-01,8.41886192e-01,0
-9.86208289e-01,7.20964372e-01,0
7.39901948e-01,-1.05742994e-01,0
-5.94180478e-01,5.60733990e-01,0
1.28720730e+00,-5.90920129e-01,1
-6.80029892e-01,1.01835866e+00,0
1.57490478e+00,-9.43578311e-02,1
-5.87494298e-01,5.29853916e-01,0
8.10545696e-01,7.38318035e-01,0
-5.96963974e-01,7.69920014e-01,0
2.83878354e-01,7.95734185e-01,0
2.16679354e+00,2.63046578e-01,1
-1.05597464e+00,4.97429078e-01,0
2.54548935e-01,1.14485659e-01,1
7.62113651e-01,-5.29318987e-02,1
8.61720821e-01,7.05784657e-01,0
1.59536604e+00,5.95292861e-01,1
-6.48132764e-01,1.11593886e+00,0
1.99522221e+00,2.09881788e-01,1
7.22454120e-02,3.37957864e-02,1
-1.08488967e+00,2.06967354e-01,0
4.22445100e-01,-1.75847985e-01,1
1.20986859e+00,3.35335433e-01,0
-2.86822872e-01,5.14079841e-01,0
1.71735313e+00,-4.28630268e-01,1
8.79304889e-01,-5.48087633e-01,1
-6.87225541e-01,2.72650156e-01,0
-8.35272665e-01,7.48001315e-01,0
-7.25099664e-01,-4.42767229e-02,0
2.56513648e-01,-5.74550373e-02,1
4.80141849e-01,1.03029148e+00,0
9.01268013e-01,-1.73604374e-01,0
-6.98840431e-01,2.35999616e-01,0
1.60744029e+00,-2.63971351e-01,1
-3.13742584e-01,1.02477798e+00,0
9.39563613e-01,-6.17588228e-01,1
2.02037495e+00,7.09365680e-02,1
7.29680910e-01,1.56388662e-01,0
1.98460734e+00,3.05548719e-01,1
5.16691022e-01,-1.15208541e-01,1
7.54423920e-01,-3.21103665e-01,1
-1.78037098e-01,7.90151464e-01,0
3.82138573e-01,-2.60013733e-02,1
-9.35149943e-01,5.74042295e-01,0
-8.83558321e-01,1.55962930e-01,0
2.07426264e-01,-2.81146505e-01,1
1.84703801e+00,-1.19076065e-01,1
1.67283167e+00,4.85132329e-01,1
4.25902986e-01,1.29644705e+00,0
8.74012681e-01,-2.06985493e-01,0
4.23927263e-01,8.56550308e-01,0
2.68816705e-01,5.93674711e-01,1
1.13174395e+00,7.00904970e-01,0
4.72640912e-01,3.90631977e-01,0
-4.01582535e-01,9.65859496e-01,0
1.33474898e+00,-2.54756676e-01,1
-1.84006288e-01,3.14690272e-01,1
1.85422088e+00,8.24546617e-01,1
1.77232058e-01,5.66914719e-01,0
1.68425084e+00,-4.91356419e-01,1
1.73309441e+00,-2.69499083e-01,1
-7.64253197e-01,2.52009723e-01,0
-6.11853206e-01,1.01450909e+00,0
1.79661530e+00,-2.19173700e-01,1
1.79919621e+00,6.89821527e-01,1
9.81139704e-01,7.82527413e-01,0
1.72169952e+00,-2.32402541e-02,1
1.86784499e+00,-1.06985142e-01,1
7.47853739e-01,6.07796919e-01,0
3.38497019e-01,7.80871745e-01,0
-6.37872776e-01,7.27246026e-01,0
1.44951160e+00,-5.81849999e-01,1
3.50923935e-01,1.18831712e+00,0
-9.14273599e-01,5.15401423e-01,0
7.16418622e-01,4.87189970e-01,0
-6.63000085e-01,4.83358582e-01,0
5.44198122e-01,6.43786651e-01,0
1.30335503e+00,-4.93059389e-01,1
1.29511785e+00,-4.77571809e-01,1
1.61478502e+00,-5.34348847e-01,1
-3.90808734e-01,6.21110445e-01,0
1.22884424e+00,-7.15663129e-01,1
7.58221043e-01,8.97492767e-01,0
1.54876269e+00,-4.83295403e-01,1
6.58599348e-01,-7.44025226e-01,1
-5.10628946e-01,6.20143734e-01,0
-5.32387809e-01,9.33413247e-01,0
7.32315932e-01,8.14046273e-01,0
-8.50341933e-01,1.53120521e-01,0
7.32248492e-01,5.06108748e-01,0
1.39842477e-01,-2.02747810e-02,1
6.30976827e-03,1.18718018e+00,0
7.97770706e-01,6.23321303e-01,0
-5.12064817e-01,9.85852155e-01,0
1.74195183e+00,2.33122433e-01,1
3.91204132e-01,8.19298729e-01,0
6.12790577e-01,9.74685741e-01,0
2.13066599e+00,5.46963473e-01,1
6.11147923e-01,6.54680409e-01,0
1.12738709e+00,5.75293132e-01,0
9.83472705e-01,-5.51408498e-01,1
2.20366913e+00,4.11215797e-01,1
6.31469843e-01,6.63750844e-01,0
1.61533829e+00,-6.63313755e-01,1
-3.38854254e-01,9.33145644e-01,0
2.32827741e-02,1.47027850e-01,1
5.93366571e-01,-6.32552294e-01,1
8.03259882e-01,6.76580280e-02,0
8.49919966e-01,-8.69861133e-01,1
2.85198674e-02,6.84662066e-01,0
7.93187377e-01,1.91434822e-01,0
5.36073515e-02,3.00836210e-01,1
6.66822550e-02,1.02071298e+00,0
1.85746875e+00,-1.96451712e-01,1
6.71313881e-01,7.49370008e-01,0
-7.07426442e-01,3.52428738e-01,0
7.64506340e-01,-6.27996573e-01,1
-4.55774056e-02,1.15017225e+00,0
2.84909207e-01,1.09260419e+00,0
4.29024604e-01,9.71271867e-01,0
2.91656834e-02,1.09466339e+00,0
6.24954516e-02,3.93161795e-01,1
-4.09904436e-01,8.87741612e-01,0
1.55337726e+00,-5.47923607e-01,1
7.43783197e-01,2.96541790e-01,0
-2.52341953e-01,1.20314516e+00,0
8.48500232e-01,1.61295630e-01,0
1.89349610e+00,3.11856724e-01,1
1.55559348e+00,-5.60279739e-01,1
-2.26498248e-01,2.71760465e-01,1
-9.48717236e-01,2.15760724e-01,0
1.89189813e+00,4.56423567e-01,1
1.46721391e+00,-7.00669345e-01,1
-8.74404944e-01,3.40695622e-01,0
2.14619716e+00,9.52487197e-02,1
-9.74105398e-01,5.65943228e-01,0
-6.12323624e-01,7.32493715e-01,0
3.39417650e-01,-3.02310725e-01,1
6.23950830e-01,1.18166335e-01,1
1.00590900e+00,-2.23317451e-01,0
1.61811700e+00,-9.64924269e-02,1
-3.55731842e-01,1.16753628e+00,0
1.04727484e+00,-5.33779047e-01,1
1.87535978e+00,3.58758307e-01,1
-1.00855282e+00,2.12030431e-01,0
-9.87038690e-01,5.79002500e-01,0
-6.51173141e-02,9.18944986e-01,0
1.63701398e+00,-9.04894707e-01,1
2.32296718e+00,-2.28635598e-01,1
7.88004346e-01,-3.48948650e-01,1
3.52009575e-01,9.03277831e-01,0
2.14614763e+00,4.94959371e-01,1
4.10180437e-01,-2.71004535e-01,1
2.93732977e-01,1.24314918e+00,0
-1.05523635e+00,2.92152995e-01,0
7.63354871e-01,-3.54857352e-01,1
2.07329552e-01,4.93665678e-02,1
1.81435003e+00,1.66698589e-01,1
4.51015722e-01,7.42479102e-01,0
8.07390828e-01,7.46893159e-01,0
-3.25314657e-01,1.25966723e+00,0
-4.12508450e-01,1.17239489e+00,0
7.97256597e-01,-2.03326980e-01,1
-2.89644722e-01,6.74087740e-01,1
4.01201268e-01,8.75290780e-01,0
1.57762986e-02,9.52184048e-01,0
9.86041098e-01,-7.18565127e-01,1
7.30767922e-01,-8.33528739e-01,1
7.42148744e-02,5.48122475e-01,1
6.90898431e-01,1.13908655e+00,0
4.48787905e-01,6.89679001e-01,0
-1.43294038e-01,8.43284362e-01,0
-1.27291974e-01,1.16712635e+00,0
2.89698350e-01,3.43295985e-02,1
-1.93287147e-01,9.70303146e-01,0
-1.22984727e+00,1.05716124e-01,0
2.18586482e+00,1.72334427e-01,1
4.12306181e-01,-1.27655946e-01,1
1.88809979e+00,-2.21621712e-02,1
6.07860909e-01,5.92672518e-01,0
6.38801490e-01,1.72571222e+00,0
-9.37945908e-01,5.22628656e-01,0
2.19619310e+00,4.26268838e-01,1
-7.49723704e-02,5.61601119e-02,1
1.25135252e+00,1.88512750e-01,0
-1.20164222e+00,3.52974564e-01,0
-6.54576505e-01,-4.27880132e-02,0
1.72123147e+00,-7.85254246e-02,1
1.39111032e+00,-5.94598403e-01,1
4.36873291e-02,1.17829206e+00,0
1.84726289e+00,-4.35632584e-01,1
4.87724071e-01,8.01491851e-01,0
-2.55392558e-01,8.13992554e-01,0
-6.75684263e-01,1.08896928e+00,0
1.13518049e-02,2.38245141e-01,1
-2.40979341e-01,8.96837705e-01,0
7.46286296e-01,-4.63667340e-01,1
-3.88191027e-02,5.56506798e-01,1
-6.76250281e-01,4.50316126e-01,0
-9.55962400e-02,8.63501060e-01,0
9.01669317e-01,5.01514124e-01,0
7.58354027e-01,-5.56521397e-01,1
1.87001498e-01,1.10100697e+00,0
